Cohort group type,Cohort group value,Cohort day,Month 9,Month 8,Month 7,Month 6,Month 5,Month 4,Month 3,Month 2,Month 1,Month 0
Lifespan,Sent first message,03/27/13,0,-41,-25,-9,-1,210,0,0,0,0
Lifespan,Sent first message,03/28/13,0,-48,-28,-11,-2,176,0,0,0,0
Lifespan,Sent first message,03/29/13,0,-47,-24,-11,-2,236,0,0,0,0
Lifespan,Sent first message,03/30/13,0,-54,-26,-9,-2,176,0,0,0,0
Lifespan,Sent first message,03/31/13,0,-39,-32,-10,-2,199,0,0,0,0
Lifespan,Sent first message,04/01/13,0,-40,-27,-11,-2,212,0,0,0,0
Lifespan,Sent first message,04/02/13,0,-58,-30,-14,-3,217,0,0,0,0
Lifespan,Sent first message,04/03/13,0,-46,-27,-14,-3,0,248,0,0,0
Lifespan,Sent first message,04/04/13,0,-51,-27,-12,-4,0,250,0,0,0
Lifespan,Sent first message,04/05/13,0,-48,-28,-12,-3,0,196,0,0,0
Lifespan,Sent first message,04/06/13,0,-60,-35,-16,-4,0,183,0,0,0
Lifespan,Sent first message,04/07/13,0,-48,-27,-13,-4,0,222,0,0,0
Lifespan,Sent first message,04/08/13,0,-49,-33,-17,-4,0,252,0,0,0
Lifespan,Sent first message,04/09/13,0,-50,-29,-15,-4,0,194,0,0,0
Lifespan,Sent first message,04/10/13,0,-57,-30,-16,-5,0,256,0,0,0
Lifespan,Sent first message,04/11/13,0,-59,-33,-19,-5,0,233,0,0,0
Lifespan,Sent first message,04/12/13,0,-63,-32,-17,-5,0,216,0,0,0
Lifespan,Sent first message,04/13/13,0,-53,-34,-15,-6,0,254,0,0,0
Lifespan,Sent first message,04/14/13,0,-54,-40,-15,-6,0,212,0,0,0
Lifespan,Sent first message,04/15/13,0,-58,-40,-22,-7,0,257,0,0,0
Lifespan,Sent first message,04/16/13,0,-74,-37,-20,-7,0,263,0,0,0
Lifespan,Sent first message,04/17/13,0,-65,-37,-23,-8,0,260,0,0,0
Lifespan,Sent first message,04/18/13,0,-58,-38,-20,-8,0,194,0,0,0
Lifespan,Sent first message,04/19/13,0,-65,-46,-18,-6,0,268,0,0,0
Lifespan,Sent first message,04/20/13,0,-72,-44,-20,-10,-1,206,0,0,0
Lifespan,Sent first message,04/21/13,0,-60,-42,-24,-9,-1,191,0,0,0
Lifespan,Sent first message,04/22/13,0,-58,-43,-25,-9,-1,238,0,0,0
Lifespan,Sent first message,04/23/13,0,-7,-51,-28,-10,-1,210,0,0,0
Lifespan,Sent first message,04/24/13,0,0,-45,-23,-11,-1,226,0,0,0
Lifespan,Sent first message,04/25/13,0,0,-54,-26,-10,-2,256,0,0,0
Lifespan,Sent first message,04/26/13,0,0,-47,-28,-11,-2,218,0,0,0
Lifespan,Sent first message,04/27/13,0,0,-50,-28,-12,-2,253,0,0,0
Lifespan,Sent first message,04/28/13,0,0,-59,-33,-10,-2,216,0,0,0
Lifespan,Sent first message,04/29/13,0,0,-58,-30,-10,-3,274,0,0,0
Lifespan,Sent first message,04/30/13,0,0,-42,-33,-14,-2,230,0,0,0
Lifespan,Sent first message,05/01/13,0,0,-56,-29,-15,-2,246,0,0,0
Lifespan,Sent first message,05/02/13,0,0,-52,-32,-15,-3,206,0,0,0
Lifespan,Sent first message,05/03/13,0,0,-53,-27,-12,-3,0,211,0,0
Lifespan,Sent first message,05/04/13,0,0,-49,-28,-14,-3,0,255,0,0
Lifespan,Sent first message,05/05/13,0,0,-46,-32,-16,-3,0,237,0,0
Lifespan,Sent first message,05/06/13,0,0,-62,-29,-13,-5,0,256,0,0
Lifespan,Sent first message,05/07/13,0,0,-55,-30,-14,-4,0,222,0,0
Lifespan,Sent first message,05/08/13,0,0,-68,-32,-16,-5,0,244,0,0
Lifespan,Sent first message,05/09/13,0,0,-54,-32,-20,-5,0,265,0,0
Lifespan,Sent first message,05/10/13,0,0,-68,-32,-16,-6,0,203,0,0
Lifespan,Sent first message,05/11/13,0,0,-72,-35,-17,-6,0,263,0,0
Lifespan,Sent first message,05/12/13,0,0,-51,-31,-22,-7,0,221,0,0
Lifespan,Sent first message,05/13/13,0,0,-52,-41,-21,-7,0,266,0,0
Lifespan,Sent first message,05/14/13,0,0,-65,-33,-17,-5,0,230,0,0
Lifespan,Sent first message,05/15/13,0,0,-74,-35,-22,-6,0,234,0,0
Lifespan,Sent first message,05/16/13,0,0,-58,-36,-21,-8,0,193,0,0
Lifespan,Sent first message,05/17/13,0,0,-74,-48,-19,-9,0,253,0,0
Lifespan,Sent first message,05/18/13,0,0,-58,-51,-23,-7,-1,230,0,0
Lifespan,Sent first message,05/19/13,0,0,-75,-37,-25,-9,-1,267,0,0
Lifespan,Sent first message,05/20/13,0,0,-75,-48,-19,-10,-1,225,0,0
Lifespan,Sent first message,05/21/13,0,0,-79,-44,-25,-8,-1,197,0,0
Lifespan,Sent first message,05/22/13,0,0,-61,-44,-21,-8,-1,282,0,0
Lifespan,Sent first message,05/23/13,0,0,-79,-53,-30,-9,-1,240,0,0
Lifespan,Sent first message,05/24/13,0,0,-63,-42,-22,-9,-1,232,0,0
Lifespan,Sent first message,05/25/13,0,0,-83,-42,-31,-10,-1,277,0,0
Lifespan,Sent first message,05/26/13,0,0,-73,-55,-31,-10,-1,237,0,0
Lifespan,Sent first message,05/27/13,0,0,-75,-41,-33,-10,-2,198,0,0
Lifespan,Sent first message,05/28/13,0,0,-71,-55,-28,-14,-2,283,0,0
Lifespan,Sent first message,05/29/13,0,0,-25,-51,-32,-15,-2,269,0,0
Lifespan,Sent first message,05/30/13,0,0,0,-56,-31,-13,-3,222,0,0
Lifespan,Sent first message,05/31/13,0,0,0,-45,-27,-15,-3,261,0,0
Lifespan,Sent first message,06/01/13,0,0,0,-59,-26,-15,-4,210,0,0
Lifespan,Sent first message,06/02/13,0,0,0,-50,-37,-14,-3,0,231,0
Lifespan,Sent first message,06/03/13,0,0,0,-51,-27,-16,-3,0,246,0
Lifespan,Sent first message,06/04/13,0,0,0,-67,-35,-14,-4,0,278,0
Lifespan,Sent first message,06/05/13,0,0,0,-57,-38,-17,-5,0,261,0
Lifespan,Sent first message,06/06/13,0,0,0,-54,-35,-17,-4,0,242,0
Lifespan,Sent first message,06/07/13,0,0,0,-59,-33,-14,-4,0,245,0
Lifespan,Sent first message,06/08/13,0,0,0,-71,-36,-15,-5,0,254,0
Lifespan,Sent first message,06/09/13,0,0,0,-68,-44,-20,-4,0,240,0
Lifespan,Sent first message,06/10/13,0,0,0,-74,-33,-17,-7,0,215,0
Lifespan,Sent first message,06/11/13,0,0,0,-70,-32,-18,-6,0,274,0
Lifespan,Sent first message,06/12/13,0,0,0,-53,-41,-17,-5,0,289,0
Lifespan,Sent first message,06/13/13,0,0,0,-68,-43,-22,-6,0,269,0
Lifespan,Sent first message,06/14/13,0,0,0,-63,-43,-18,-9,0,257,0
Lifespan,Sent first message,06/15/13,0,0,0,-63,-47,-19,-8,0,245,0
Lifespan,Sent first message,06/16/13,0,0,0,-66,-51,-22,-7,0,216,0
Lifespan,Sent first message,06/17/13,0,0,0,-65,-43,-20,-10,-1,243,0
Lifespan,Sent first message,06/18/13,0,0,0,-59,-43,-20,-8,0,253,0
Lifespan,Sent first message,06/19/13,0,0,0,-73,-54,-27,-10,-1,241,0
Lifespan,Sent first message,06/20/13,0,0,0,-66,-39,-29,-11,-1,252,0
Lifespan,Sent first message,06/21/13,0,0,0,-64,-42,-28,-10,-1,259,0
Lifespan,Sent first message,06/22/13,0,0,0,-76,-49,-22,-8,-1,248,0
Lifespan,Sent first message,06/23/13,0,0,0,-83,-46,-24,-11,-2,253,0
Lifespan,Sent first message,06/24/13,0,0,0,-66,-60,-28,-11,-2,297,0
Lifespan,Sent first message,06/25/13,0,0,0,-78,-43,-30,-12,-2,284,0
Lifespan,Sent first message,06/26/13,0,0,0,-88,-53,-31,-13,-2,267,0
Lifespan,Sent first message,06/27/13,0,0,0,-75,-42,-35,-11,-2,250,0
Lifespan,Sent first message,06/28/13,0,0,0,-91,-54,-25,-11,-2,237,0
Lifespan,Sent first message,06/29/13,0,0,0,-81,-56,-30,-15,-2,273,0
Lifespan,Sent first message,06/30/13,0,0,0,-100,-63,-34,-15,-3,248,0
Lifespan,Sent first message,07/01/13,0,0,0,-91,-61,-37,-13,-3,276,0
Lifespan,Sent first message,07/02/13,0,0,0,-97,-63,-27,-16,-3,0,287
Lifespan,Sent first message,07/03/13,0,0,0,-83,-57,-34,-18,-3,0,212
Lifespan,Sent first message,07/04/13,0,0,0,-100,-70,-40,-13,-5,0,224
Lifespan,Sent first message,07/05/13,0,0,0,-81,-68,-29,-15,-4,0,259
Lifespan,Sent first message,07/06/13,0,0,0,-86,-53,-37,-17,-4,0,209
Lifespan,Sent first message,07/07/13,0,0,0,-103,-60,-32,-15,-4,0,294
Lifespan,Sent first message,07/08/13,0,0,0,-96,-62,-40,-17,-4,0,230
Lifespan,Sent first message,07/09/13,0,0,0,-96,-68,-32,-17,-5,0,248
Lifespan,Sent first message,07/10/13,0,0,0,-105,-55,-43,-20,-5,0,222
Lifespan,Sent first message,07/11/13,0,0,0,-83,-72,-40,-19,-6,0,210
Lifespan,Sent first message,07/12/13,0,0,0,-102,-76,-38,-17,-7,0,217
Lifespan,Sent first message,07/13/13,0,0,0,-109,-80,-48,-23,-8,0,292
Lifespan,Sent first message,07/14/13,0,0,0,-108,-65,-46,-19,-7,0,250
Lifespan,Sent first message,07/15/13,0,0,0,-111,-82,-43,-22,-7,0,266
Lifespan,Sent first message,07/16/13,0,0,0,-118,-71,-40,-25,-9,0,299
Lifespan,Sent first message,07/17/13,0,0,0,-113,-84,-52,-19,-8,0,280
Lifespan,Sent first message,07/18/13,0,0,0,-88,-63,-54,-22,-7,0,262
Lifespan,Sent first message,07/19/13,0,0,0,-104,-73,-42,-27,-11,-1,267
Lifespan,Sent first message,07/20/13,0,0,0,-108,-78,-43,-27,-11,-1,238
Lifespan,Sent first message,07/21/13,0,0,0,-99,-61,-57,-25,-8,-1,229
Lifespan,Sent first message,07/22/13,0,0,0,-96,-70,-47,-24,-11,-2,258
Lifespan,Sent first message,07/23/13,0,0,0,-39,-70,-51,-22,-9,-2,264
Lifespan,Sent first message,07/24/13,0,0,0,0,-64,-45,-31,-12,-2,204
Lifespan,Sent first message,07/25/13,0,0,0,0,-67,-59,-31,-12,-1,220
Lifespan,Sent first message,07/26/13,0,0,0,0,-88,-43,-29,-12,-2,250
Lifespan,Sent first message,07/27/13,0,0,0,0,-78,-47,-31,-11,-2,264
Lifespan,Sent first message,07/28/13,0,0,0,0,-85,-43,-33,-11,-3,203
Lifespan,Sent first message,07/29/13,0,0,0,0,-79,-53,-27,-12,-2,216
Lifespan,Sent first message,07/30/13,0,0,0,0,-82,-58,-27,-12,-3,253
Lifespan,Sent first message,07/31/13,0,0,0,0,-75,-46,-37,-15,-3,205
Lifespan,Unlocked first achievement,10/05/12,250,0,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,10/06/12,179,0,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,10/07/12,228,0,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,10/08/12,214,0,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,10/09/12,200,0,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,10/10/12,222,0,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,10/11/12,232,0,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,10/12/12,258,0,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,10/13/12,197,0,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,10/14/12,201,0,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,10/15/12,209,0,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,10/16/12,250,0,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,10/17/12,216,0,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,10/18/12,245,0,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,10/19/12,220,0,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,10/20/12,245,0,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,10/21/12,224,0,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,10/22/12,241,0,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,10/23/12,201,0,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,10/24/12,253,0,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,10/25/12,254,0,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,10/26/12,250,0,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,10/27/12,190,0,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,10/28/12,249,0,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,10/29/12,198,0,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,10/30/12,195,0,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,10/31/12,205,0,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,11/01/12,255,0,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,11/02/12,249,0,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,11/03/12,198,0,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,11/04/12,0,218,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,11/05/12,0,209,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,11/06/12,0,205,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,11/07/12,0,266,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,11/08/12,0,261,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,11/09/12,0,217,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,11/10/12,0,200,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,11/11/12,0,192,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,11/12/12,0,204,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,11/13/12,0,243,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,11/14/12,0,237,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,11/15/12,0,196,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,11/16/12,0,245,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,11/17/12,0,218,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,11/18/12,0,240,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,11/19/12,0,244,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,11/20/12,-1,256,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,11/21/12,-1,231,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,11/22/12,-1,222,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,11/23/12,-1,240,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,11/24/12,-1,257,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,11/25/12,-1,249,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,11/26/12,-1,264,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,11/27/12,-1,251,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,11/28/12,-2,240,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,11/29/12,-2,248,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,11/30/12,-2,224,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,12/01/12,-3,206,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,12/02/12,-3,275,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,12/03/12,-3,234,0,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,12/04/12,-4,0,230,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,12/05/12,-4,0,260,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,12/06/12,-3,0,281,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,12/07/12,-3,0,273,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,12/08/12,-5,0,206,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,12/09/12,-4,0,213,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,12/10/12,-4,0,245,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,12/11/12,-6,0,198,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,12/12/12,-6,0,275,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,12/13/12,-7,0,257,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,12/14/12,-6,0,282,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,12/15/12,-6,0,289,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,12/16/12,-6,0,253,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,12/17/12,-6,0,273,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,12/18/12,-9,0,257,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,12/19/12,-9,0,216,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,12/20/12,-9,-1,197,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,12/21/12,-10,-1,202,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,12/22/12,-10,-1,223,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,12/23/12,-8,-1,274,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,12/24/12,-10,-1,250,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,12/25/12,-12,-2,274,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,12/26/12,-13,-1,277,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,12/27/12,-14,-2,226,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,12/28/12,-10,-2,253,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,12/29/12,-11,-2,240,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,12/30/12,-15,-2,249,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,12/31/12,-13,-3,217,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,01/01/13,-14,-3,241,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,01/02/13,-13,-3,240,0,0,0,0,0,0,0
Lifespan,Unlocked first achievement,01/03/13,-14,-3,0,209,0,0,0,0,0,0
Lifespan,Unlocked first achievement,01/04/13,-18,-4,0,288,0,0,0,0,0,0
Lifespan,Unlocked first achievement,01/05/13,-19,-3,0,241,0,0,0,0,0,0
Lifespan,Unlocked first achievement,01/06/13,-16,-3,0,266,0,0,0,0,0,0
Lifespan,Unlocked first achievement,01/07/13,-17,-4,0,242,0,0,0,0,0,0
Lifespan,Unlocked first achievement,01/08/13,-21,-4,0,207,0,0,0,0,0,0
Lifespan,Unlocked first achievement,01/09/13,-22,-5,0,296,0,0,0,0,0,0
Lifespan,Unlocked first achievement,01/10/13,-22,-4,0,240,0,0,0,0,0,0
Lifespan,Unlocked first achievement,01/11/13,-20,-6,0,266,0,0,0,0,0,0
Lifespan,Unlocked first achievement,01/12/13,-20,-6,0,264,0,0,0,0,0,0
Lifespan,Unlocked first achievement,01/13/13,-22,-5,0,262,0,0,0,0,0,0
Lifespan,Unlocked first achievement,01/14/13,-22,-6,0,220,0,0,0,0,0,0
Lifespan,Unlocked first achievement,01/15/13,-19,-6,0,266,0,0,0,0,0,0
Lifespan,Unlocked first achievement,01/16/13,-20,-8,0,280,0,0,0,0,0,0
Lifespan,Unlocked first achievement,01/17/13,-22,-7,0,203,0,0,0,0,0,0
Lifespan,Unlocked first achievement,01/18/13,-23,-8,0,283,0,0,0,0,0,0
Lifespan,Unlocked first achievement,01/19/13,-25,-9,-1,271,0,0,0,0,0,0
Lifespan,Unlocked first achievement,01/20/13,-23,-10,-2,213,0,0,0,0,0,0
Lifespan,Unlocked first achievement,01/21/13,-27,-8,-3,224,0,0,0,0,0,0
Lifespan,Unlocked first achievement,01/22/13,-22,-10,-4,244,0,0,0,0,0,0
Lifespan,Unlocked first achievement,01/23/13,-29,-8,-5,273,0,0,0,0,0,0
Lifespan,Unlocked first achievement,01/24/13,-28,-9,-6,209,0,0,0,0,0,0
Lifespan,Unlocked first achievement,01/25/13,-28,-9,-9,241,0,0,0,0,0,0
Lifespan,Unlocked first achievement,01/26/13,-25,-13,-10,298,0,0,0,0,0,0
Lifespan,Unlocked first achievement,01/27/13,-34,-13,-9,290,0,0,0,0,0,0
Lifespan,Unlocked first achievement,01/28/13,-29,-14,-12,265,0,0,0,0,0,0
Lifespan,Unlocked first achievement,01/29/13,-27,-11,-11,230,0,0,0,0,0,0
Lifespan,Unlocked first achievement,01/30/13,-30,-13,-11,204,0,0,0,0,0,0
Lifespan,Unlocked first achievement,01/31/13,-30,-15,-14,291,0,0,0,0,0,0
Lifespan,Unlocked first achievement,02/01/13,-38,-13,-12,270,0,0,0,0,0,0
Lifespan,Unlocked first achievement,02/02/13,-30,-17,-10,0,294,0,0,0,0,0
Lifespan,Unlocked first achievement,02/03/13,-40,-15,-8,0,291,0,0,0,0,0
Lifespan,Unlocked first achievement,02/04/13,-31,-13,-10,0,292,0,0,0,0,0
Lifespan,Unlocked first achievement,02/05/13,-38,-14,-7,0,207,0,0,0,0,0
Lifespan,Unlocked first achievement,02/06/13,-32,-14,-8,0,234,0,0,0,0,0
Lifespan,Unlocked first achievement,02/07/13,-30,-20,-5,0,294,0,0,0,0,0
Lifespan,Unlocked first achievement,02/08/13,-31,-17,-5,0,225,0,0,0,0,0
Lifespan,Unlocked first achievement,02/09/13,-39,-19,-4,0,222,0,0,0,0,0
Lifespan,Unlocked first achievement,02/10/13,-33,-19,-5,0,262,0,0,0,0,0
Lifespan,Unlocked first achievement,02/11/13,-48,-17,-6,0,250,0,0,0,0,0
Lifespan,Unlocked first achievement,02/12/13,-42,-18,-7,0,231,0,0,0,0,0
Lifespan,Unlocked first achievement,02/13/13,-35,-22,-6,0,290,0,0,0,0,0
Lifespan,Unlocked first achievement,02/14/13,-45,-23,-6,0,251,0,0,0,0,0
Lifespan,Unlocked first achievement,02/15/13,-51,-19,-8,0,224,0,0,0,0,0
Lifespan,Unlocked first achievement,02/16/13,-38,-27,-8,0,228,0,0,0,0,0
Lifespan,Unlocked first achievement,02/17/13,-45,-28,-7,-1,241,0,0,0,0,0
Lifespan,Unlocked first achievement,02/18/13,-44,-25,-10,-1,206,0,0,0,0,0
Lifespan,Unlocked first achievement,02/19/13,-39,-27,-9,-1,276,0,0,0,0,0
Lifespan,Unlocked first achievement,02/20/13,-40,-20,-9,-1,249,0,0,0,0,0
Lifespan,Unlocked first achievement,02/21/13,-58,-23,-12,-1,207,0,0,0,0,0
Lifespan,Unlocked first achievement,02/22/13,-42,-27,-12,-1,270,0,0,0,0,0
Lifespan,Unlocked first achievement,02/23/13,-57,-23,-9,-1,257,0,0,0,0,0
Lifespan,Unlocked first achievement,02/24/13,-52,-33,-12,-1,241,0,0,0,0,0
Lifespan,Unlocked first achievement,02/25/13,-46,-29,-12,-2,256,0,0,0,0,0
Lifespan,Unlocked first achievement,02/26/13,-61,-31,-11,-2,211,0,0,0,0,0
Lifespan,Unlocked first achievement,02/27/13,-47,-34,-14,-2,257,0,0,0,0,0
Lifespan,Unlocked first achievement,02/28/13,-47,-27,-12,-3,270,0,0,0,0,0
Lifespan,Unlocked first achievement,03/01/13,-65,-28,-13,-3,230,0,0,0,0,0
Lifespan,Unlocked first achievement,03/02/13,-51,-38,-12,-2,290,0,0,0,0,0
Lifespan,Unlocked first achievement,03/03/13,-55,-34,-16,-3,275,0,0,0,0,0
Lifespan,Unlocked first achievement,03/04/13,-51,-32,-12,-4,0,231,0,0,0,0
Lifespan,Unlocked first achievement,03/05/13,-50,-30,-18,-4,0,265,0,0,0,0
Lifespan,Unlocked first achievement,03/06/13,-64,-41,-14,-4,0,257,0,0,0,0
Lifespan,Unlocked first achievement,03/07/13,-64,-41,-16,-5,0,244,0,0,0,0
Lifespan,Unlocked first achievement,03/08/13,-72,-36,-17,-5,0,249,0,0,0,0
Lifespan,Unlocked first achievement,03/09/13,-72,-36,-16,-4,0,253,0,0,0,0
Lifespan,Unlocked first achievement,03/10/13,-58,-36,-15,-4,0,242,0,0,0,0
Lifespan,Unlocked first achievement,03/11/13,-63,-31,-22,-6,0,235,0,0,0,0
Lifespan,Unlocked first achievement,03/12/13,-67,-39,-23,-6,0,287,0,0,0,0
Lifespan,Unlocked first achievement,03/13/13,-68,-43,-16,-6,0,249,0,0,0,0
Lifespan,Unlocked first achievement,03/14/13,-67,-46,-17,-6,0,239,0,0,0,0
Lifespan,Unlocked first achievement,03/15/13,-56,-45,-21,-6,0,245,0,0,0,0
Lifespan,Unlocked first achievement,03/16/13,-78,-34,-23,-8,0,232,0,0,0,0
Lifespan,Unlocked first achievement,03/17/13,-65,-42,-18,-7,0,270,0,0,0,0
Lifespan,Unlocked first achievement,03/18/13,-64,-37,-20,-8,0,217,0,0,0,0
Lifespan,Unlocked first achievement,03/19/13,-62,-48,-22,-7,0,214,0,0,0,0
Lifespan,Unlocked first achievement,03/20/13,-85,-53,-27,-7,-1,223,0,0,0,0
Lifespan,Unlocked first achievement,03/21/13,-71,-54,-22,-10,-1,285,0,0,0,0
Lifespan,Unlocked first achievement,03/22/13,-61,-55,-30,-10,-1,219,0,0,0,0
Lifespan,Unlocked first achievement,03/23/13,-62,-49,-28,-11,-1,275,0,0,0,0
Lifespan,Unlocked first achievement,03/24/13,-80,-43,-29,-12,-1,257,0,0,0,0
Lifespan,Unlocked first achievement,03/25/13,-75,-44,-26,-9,-2,199,0,0,0,0
Lifespan,Unlocked first achievement,03/26/13,-79,-45,-32,-11,-1,218,0,0,0,0
Lifespan,Unlocked first achievement,03/27/13,-68,-58,-24,-11,-2,226,0,0,0,0
Lifespan,Unlocked first achievement,03/28/13,-86,-42,-27,-12,-2,215,0,0,0,0
Lifespan,Unlocked first achievement,03/29/13,-64,-50,-24,-12,-2,281,0,0,0,0
Lifespan,Unlocked first achievement,03/30/13,-94,-45,-32,-15,-2,240,0,0,0,0
Lifespan,Unlocked first achievement,03/31/13,-95,-45,-34,-11,-2,236,0,0,0,0
Lifespan,Unlocked first achievement,04/01/13,-67,-45,-34,-11,-3,263,0,0,0,0
Lifespan,Unlocked first achievement,04/02/13,-91,-47,-34,-12,-4,227,0,0,0,0
Lifespan,Unlocked first achievement,04/03/13,-68,-48,-36,-15,-3,0,235,0,0,0
Lifespan,Unlocked first achievement,04/04/13,-83,-52,-30,-12,-4,0,219,0,0,0
Lifespan,Unlocked first achievement,04/05/13,-74,-55,-30,-16,-4,0,243,0,0,0
Lifespan,Unlocked first achievement,04/06/13,-99,-60,-30,-14,-4,0,199,0,0,0
Lifespan,Unlocked first achievement,04/07/13,-80,-51,-40,-16,-4,0,197,0,0,0
Lifespan,Unlocked first achievement,04/08/13,-93,-62,-30,-20,-4,0,216,0,0,0
Lifespan,Unlocked first achievement,04/09/13,-99,-60,-40,-20,-5,0,195,0,0,0
Lifespan,Unlocked first achievement,04/10/13,-98,-61,-41,-17,-6,0,232,0,0,0
Lifespan,Unlocked first achievement,04/11/13,-94,-54,-31,-22,-6,0,253,0,0,0
Lifespan,Unlocked first achievement,04/12/13,-106,-64,-36,-18,-7,0,232,0,0,0
Lifespan,Unlocked first achievement,04/13/13,-97,-66,-42,-23,-6,0,226,0,0,0
Lifespan,Unlocked first achievement,04/14/13,-105,-75,-32,-23,-7,0,204,0,0,0
